,ap,ap50,ap75,Maskap,Maskap50,Maskap75
pf_4_bicubic,0.21496443558667305,0.5916539966471516,0.08587408114621532,0.2668781246643876,0.6909757918212289,0.12963503175731858
pf_4_nearest,0.13246303190643427,0.4334942702540313,0.03697811471003822,0.16374208598831938,0.46408614826968125,0.047593321337898994
pf_4_bilinear,0.18156590944552845,0.5545345937903565,0.06356545853820601,0.21524240820344082,0.6507622689867321,0.06137319594570001
